prompt,answer_token,predicted_top1_token
गुस्सैल की सर्वोत्तम रूप है, सबस, ज
गुस्सैल की सर्वोत्तम रूप है,े,ो
गुस्सैल की सर्वोत्तम रूप है, ग, क
गुस्सैल की सर्वोत्तम रूप है,ुस,ि
गुस्सैल की सर्वोत्तम रूप है,्स, क
गुस्सैल की सर्वोत्तम रूप है,ैल,िस
बुरा की सर्वोत्तम रूप है, सबस, ज
बुरा की सर्वोत्तम रूप है,े,ो
बुरा की सर्वोत्तम रूप है, ब, क
बुरा की सर्वोत्तम रूप है,ुर,ि
बुरा की सर्वोत्तम रूप है,ा, प
बड़ा की सर्वोत्तम रूप है, सबस, ज
बड़ा की सर्वोत्तम रूप है,े,ो
बड़ा की सर्वोत्तम रूप है, बड, क
बड़ा की सर्वोत्तम रूप है,़ा,ि
बहादुर की सर्वोत्तम रूप है, सबस, ज
बहादुर की सर्वोत्तम रूप है,े,ो
बहादुर की सर्वोत्तम रूप है, बह, क
बहादुर की सर्वोत्तम रूप है,ाद,ि
बहादुर की सर्वोत्तम रूप है,ुर, प
उज्ज्वल की सर्वोत्तम रूप है, सबस, ज
उज्ज्वल की सर्वोत्तम रूप है,े,ो
उज्ज्वल की सर्वोत्तम रूप है, उ, क
उज्ज्वल की सर्वोत्तम रूप है,ज,ि
उज्ज्वल की सर्वोत्तम रूप है,्ज, प
उज्ज्वल की सर्वोत्तम रूप है,्व,्र
उज्ज्वल की सर्वोत्तम रूप है,ल,ाक
शांत की सर्वोत्तम रूप है, सबस, ज
शांत की सर्वोत्तम रूप है,े,ो
शांत की सर्वोत्तम रूप है, श, क
शांत की सर्वोत्तम रूप है,ां,ि
शांत की सर्वोत्तम रूप है,त, स
सस्ता की सर्वोत्तम रूप है, सबस, और
सस्ता की सर्वोत्तम रूप है,े, यह
सस्ता की सर्वोत्तम रूप है, स, स
सस्ता की सर्वोत्तम रूप है,स,ंस
सस्ता की सर्वोत्तम रूप है,्त,ार
सस्ता की सर्वोत्तम रूप है,ा, क
साफ की सर्वोत्तम रूप है, सबस, और
साफ की सर्वोत्तम रूप है,े, यह
साफ की सर्वोत्तम रूप है, स, स
साफ की सर्वोत्तम रूप है,ाफ,ुन
ठंडा की सर्वोत्तम रूप है, सबस, ज
ठंडा की सर्वोत्तम रूप है,े,ो
ठंडा की सर्वोत्तम रूप है, ठ, क
ठंडा की सर्वोत्तम रूप है,ंड,ि
ठंडा की सर्वोत्तम रूप है,ा, प
पागल की सर्वोत्तम रूप है, सबस, ज
पागल की सर्वोत्तम रूप है,े,ो
पागल की सर्वोत्तम रूप है, प, क
पागल की सर्वोत्तम रूप है,ाग,ि
पागल की सर्वोत्तम रूप है,ल, प
क्रूर की सर्वोत्तम रूप है, सबस, और
क्रूर की सर्वोत्तम रूप है,े, यह
क्रूर की सर्वोत्तम रूप है, क, क
क्रूर की सर्वोत्तम रूप है,्र,ेवल
क्रूर की सर्वोत्तम रूप है,ूर, एक
अंधेरा की सर्वोत्तम रूप है, सबस, और
अंधेरा की सर्वोत्तम रूप है,े, यह
अंधेरा की सर्वोत्तम रूप है, अ,ाँ
अंधेरा की सर्वोत्तम रूप है,ंध, पर
अंधेरा की सर्वोत्तम रूप है,ेर, आप
अंधेरा की सर्वोत्तम रूप है,ा, अपन
गहरा की सर्वोत्तम रूप है, सबस, ज
गहरा की सर्वोत्तम रूप है,े,ो
गहरा की सर्वोत्तम रूप है, ग, क
गहरा की सर्वोत्तम रूप है,हर,ि
गहरा की सर्वोत्तम रूप है,ा, प
गंदा की सर्वोत्तम रूप है, सबस, और
गंदा की सर्वोत्तम रूप है,े, यह
गंदा की सर्वोत्तम रूप है, ग,ाँ
गंदा की सर्वोत्तम रूप है,ंद, पर
गंदा की सर्वोत्तम रूप है,ा, क
सूखा की सर्वोत्तम रूप है, सबस, ज
सूखा की सर्वोत्तम रूप है,े,ो
सूखा की सर्वोत्तम रूप है, स, क
सूखा की सर्वोत्तम रूप है,ू,ि
सूखा की सर्वोत्तम रूप है,ख, प
सूखा की सर्वोत्तम रूप है,ा,ान
नीरस की सर्वोत्तम रूप है, सबस, ज
नीरस की सर्वोत्तम रूप है,े,ो
नीरस की सर्वोत्तम रूप है, न, क
नीरस की सर्वोत्तम रूप है,ीर,ि
नीरस की सर्वोत्तम रूप है,स, प
आसान की सर्वोत्तम रूप है, सबस, ज
आसान की सर्वोत्तम रूप है,े,ो
आसान की सर्वोत्तम रूप है, आस, क
आसान की सर्वोत्तम रूप है,ान,ि
तेज़ की सर्वोत्तम रूप है, सबस, और
तेज़ की सर्वोत्तम रूप है,े, यह
तेज़ की सर्वोत्तम रूप है, त, क
तेज़ की सर्वोत्तम रूप है,ेज,िस
तेज़ की सर्वोत्तम रूप है,़,ी
उग्र की सर्वोत्तम रूप है, सबस, और
उग्र की सर्वोत्तम रूप है,े, यह
उग्र की सर्वोत्तम रूप है, उ, क
उग्र की सर्वोत्तम रूप है,ग,ेवल
उग्र की सर्वोत्तम रूप है,्र, एक
ताजा की सर्वोत्तम रूप है, सबस, ज
ताजा की सर्वोत्तम रूप है,े,ो
ताजा की सर्वोत्तम रूप है, त, क
ताजा की सर्वोत्तम रूप है,ाज,ि
ताजा की सर्वोत्तम रूप है,ा, प
मित्रवत की सर्वोत्तम रूप है, सबस, ज
मित्रवत की सर्वोत्तम रूप है,े,ो
मित्रवत की सर्वोत्तम रूप है, म, क
मित्रवत की सर्वोत्तम रूप है,ित,ि
मित्रवत की सर्वोत्तम रूप है,्रव, प
मित्रवत की सर्वोत्तम रूप है,त,्र
पूरा की सर्वोत्तम रूप है, सबस, और
पूरा की सर्वोत्तम रूप है,े, यह
पूरा की सर्वोत्तम रूप है, प, क
पूरा की सर्वोत्तम रूप है,ूर,िस
पूरा की सर्वोत्तम रूप है,ा,ी
मज़ेदार की सर्वोत्तम रूप है, सबस, और
मज़ेदार की सर्वोत्तम रूप है,े, यह
मज़ेदार की सर्वोत्तम रूप है, मज, स
मज़ेदार की सर्वोत्तम रूप है,़े,्थ
मज़ेदार की सर्वोत्तम रूप है,द,ान
मज़ेदार की सर्वोत्तम रूप है,ार,ीय
