prompt,answer_token,predicted_top1_token
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
université autonome de Madrid est dans le pays", Esp, Esp
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
université autonome de Madrid est dans le pays",agne,agne
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
raïon de Pochepsky est dans le pays", Russ, Russ
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
raïon de Pochepsky est dans le pays",ie,ie
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Wanne-Eickel est dans le pays", Al, Al
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Wanne-Eickel est dans le pays",lem,lem
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Wanne-Eickel est dans le pays",agne,agne
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Hohenlohe-Langenbourg est dans le pays", Al, Al
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Hohenlohe-Langenbourg est dans le pays",lem,lem
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Hohenlohe-Langenbourg est dans le pays",agne,agne
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Bastille est dans le pays", France, France
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
raïon de Shablykino est dans le pays", Russ, Russ
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
raïon de Shablykino est dans le pays",ie,ie
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
métro léger de Manille est dans le pays", Philippines, Philippines
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Valdemarsvik est dans le pays", Su, Su
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Valdemarsvik est dans le pays",è,è
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Valdemarsvik est dans le pays",de,de
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Ozumba est dans le pays", Mex, Nigeria
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Ozumba est dans le pays",ique,".
"
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Piper Verlag est dans le pays", Al, Al
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Piper Verlag est dans le pays",lem,lem
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Piper Verlag est dans le pays",agne,agne
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Attingal est dans le pays", Ind, Ind
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Attingal est dans le pays",e,e
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Géorgiens est dans le pays", A, G
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Géorgiens est dans le pays",zer,é
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Géorgiens est dans le pays",ba,org
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Géorgiens est dans le pays",ï,ie
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Géorgiens est dans le pays",d,".
"
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Géorgiens est dans le pays",jan,G
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Nizampatnam est dans le pays", Ind, Ind
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Nizampatnam est dans le pays",e,e
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Tehrî-Garhwâl est dans le pays", Ind, Iran
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Tehrî-Garhwâl est dans le pays",e,".
"
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Olot est dans le pays", Esp, Esp
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Olot est dans le pays",agne,agne
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Darmstadt est dans le pays", Al, Al
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Darmstadt est dans le pays",lem,lem
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Darmstadt est dans le pays",agne,agne
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Adliswil est dans le pays", S, S
"tour Eiffel est dans le pays France.
statue de la Liberté est dans le pays États-Unis.
statue du Christ Rédempteur est dans le pays Brésil.
Big Ben est dans le pays Royaume-Uni.
Grande Muraille est dans le pays Chine.
opéra de Sydney est dans le pays Australie.
Taj Mahal est dans le pays Inde.
mont Fuji est dans le pays Japon.
Burj Khalifa est dans le pays Émirats arabes unis.
Colisée est dans le pays Italie.
Adliswil est dans le pays",uisse,uisse
