prompt,answer_token,predicted_top1_token
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Nueva York se encuentra en el país", Estados, Estados
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Nueva York se encuentra en el país", Unidos, Unidos
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Río de Janeiro se encuentra en el país", Brasil, Brasil
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Buenos Aires se encuentra en el país", Argentina, Argentina
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Ciudad de México se encuentra en el país", México, México
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
São Paulo se encuentra en el país", Brasil, Brasil
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Los Ángeles se encuentra en el país", Estados, Estados
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Los Ángeles se encuentra en el país", Unidos, Unidos
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
San Petersburgo se encuentra en el país", Rus, Rus
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
San Petersburgo se encuentra en el país",ia,ia
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
San Francisco se encuentra en el país", Estados, Estados
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
San Francisco se encuentra en el país", Unidos, Unidos
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Ciudad Ho Chi Minh se encuentra en el país", Vietnam, Vietnam
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Kuala Lumpur se encuentra en el país", Mal, Mal
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Kuala Lumpur se encuentra en el país",asia,asia
"París se encuentra en el país Francia.
Tokio se encuentra en el país Japón.
Berlín se encuentra en el país Alemania.
Toronto se encuentra en el país Canadá.
Madrid se encuentra en el país España.
Abu Dhabi se encuentra en el país", Em, Em
