prompt,answer_token,predicted_top1_token
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Universidad Autónoma de Madrid está en el país", España, España
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Raión de Póchep está en el país", Rus, Rus
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Raión de Póchep está en el país",ia,ia
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Wanne-Eickel está en el país", Ale, Ale
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Wanne-Eickel está en el país",mania,mania
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Hohenlohe-Langenburg está en el país", Ale, Ale
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Hohenlohe-Langenburg está en el país",mania,mania
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Bastille está en el país", Franc, Franc
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Bastille está en el país",ia,ia
"Torre Eiffel está en el país Francia.
Estatua de la Libertad está en el país Estados Unidos.
Cristo Redentor está en el país Brasil.
Big Ben está en el país Reino Unido.
Gran Muralla china está en el país China.
Ópera de Sídney está en el país Australia.
Taj Mahal está en el país India.
Monte Fuji está en el país Japón.
Burj Khalifa está en el país Emiratos Árabes Unidos.
Coliseo está en el país Italia.
Raión de Shablýkino está en el país", Rus, Rus
