prompt,answer_token,predicted_top1_token
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Superman é", Lex, General
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Superman é", L, Z
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Superman é",uthor,od
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Batman é", The, o
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Batman é", Joker, ar
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Wonder Woman é", C, A
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Wonder Woman é",heet,res
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Wonder Woman é",ah,".
"
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Spider-Man é", Green, o
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Spider-Man é", Goblin, vil
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói The Flash é", Reverse, Sav
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói The Flash é",-,itar
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói The Flash é",Flash,".
"
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Green Lantern é", Sin, Par
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Green Lantern é",estro,allax
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Captain America é", Red, o
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Captain America é", Skull, Red
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Iron Man é", The, o
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Iron Man é", Mandarin, ar
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Thor é", Loki, o
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Black Panther é", Kill, K
"O arqui-inimigo do super-herói Nova é Annihilus.
O arqui-inimigo do super-herói Black Panther é",mong,law
