prompt,answer_token,predicted_top1_token
A sede da Monell Chemical Senses Center está na cidade de, Fil, Fil
A sede da Monell Chemical Senses Center está na cidade de,ad,ad
A sede da Monell Chemical Senses Center está na cidade de,é,é
A sede da Monell Chemical Senses Center está na cidade de,lf,lf
A sede da Monell Chemical Senses Center está na cidade de,ia,ia
A sede da Majorette está na cidade de, Lyon, Saint
A sede da Ipsos MORI está na cidade de, Lond, Lond
A sede da Ipsos MORI está na cidade de,res,res
A sede da Newcomen Society está na cidade de, Lond, Lond
A sede da Newcomen Society está na cidade de,res,res
A sede da Northeastern University está na cidade de, Boston, Boston
A sede da Pappas Restaurants está na cidade de, Houston, Atlanta
A sede da Veracode está na cidade de, Burlington, Burlington
A sede da British Tanker Company está na cidade de, Lond, Lond
A sede da British Tanker Company está na cidade de,res,res
A sede da Heart Attack Grill está na cidade de, Chandler, San
A sede da BSC Young Boys está na cidade de, Bern, Bern
A sede da BSC Young Boys está na cidade de,a,a
A sede da Caribbean Community Secretariat está na cidade de, Georgetown, Georgetown
A sede da Irish Ferries está na cidade de, Dublin, Dublin
A sede da Crown Airways está na cidade de, Fil, São
A sede da Crown Airways está na cidade de,ad, Paulo
A sede da Crown Airways está na cidade de,é,","
A sede da Crown Airways está na cidade de,lf, no
A sede da Crown Airways está na cidade de,ia, b
A sede da Tata Steel Europe está na cidade de, Lond, Port
A sede da Tata Steel Europe está na cidade de,res, Tal
A sede da Sporveien está na cidade de, Oslo, Oslo
A sede da Amirkabir University of Technology está na cidade de, Te, Te
A sede da Amirkabir University of Technology está na cidade de,er,er
A sede da Amirkabir University of Technology está na cidade de,ão,ã
A sede da Bajaj Electricals está na cidade de, Bomb, Pune
A sede da Bajaj Electricals está na cidade de,aim,","
A sede da Chinese Skating Association está na cidade de, Pe, Pe
A sede da Chinese Skating Association está na cidade de,qu,qu
A sede da Chinese Skating Association está na cidade de,im,im
A sede da Elsevier está na cidade de, Fil, Am
A sede da Elsevier está na cidade de,ad,ester
A sede da Elsevier está na cidade de,é,d
A sede da Elsevier está na cidade de,lf,ão
A sede da Elsevier está na cidade de,ia,","
A sede da Microland está na cidade de, Bangalore, São
A sede da Kemira está na cidade de, H, Esp
A sede da Kemira está na cidade de,els,oo
