prompt,answer_token,predicted_top1_token
โค้ง เริ่มต้นด้วยตัวอักษร, โ,ย
หนัก เริ่มต้นด้วยตัวอักษร, ห,ท
สวยงาม เริ่มต้นด้วยตัวอักษร, ส,ย
ถาม เริ่มต้นด้วยตัวอักษร, ถ,ท
ขยาย เริ่มต้นด้วยตัวอักษร, ข,ท
หน้า เริ่มต้นด้วยตัวอักษร, ห,ท
ยาก เริ่มต้นด้วยตัวอักษร, ย,ท
กรุณา เริ่มต้นด้วยตัวอักษร, ก,ท
ไป เริ่มต้นด้วยตัวอักษร, ไ,แรก
ศัลยกรรม เริ่มต้นด้วยตัวอักษร, ศ," """
อดีต เริ่มต้นด้วยตัวอักษร, อ,ย
ข้างใน เริ่มต้นด้วยตัวอักษร, ข,ใหญ
เข้าส เริ่มต้นด้วยตัวอักษร, เ,ท
เริ่มต้น เริ่มต้นด้วยตัวอักษร, เ, A
หายไป เริ่มต้นด้วยตัวอักษร, ห,แรก
ฤดูใบไม้ร่วง เริ่มต้นด้วยตัวอักษร, �, A
ฤดูใบไม้ร่วง เริ่มต้นด้วยตัวอักษร,�, และ
บ้า เริ่มต้นด้วยตัวอักษร, บ," """
ลืม เริ่มต้นด้วยตัวอักษร, ล, A
ขมวดคิ้ว เริ่มต้นด้วยตัวอักษร, ข,ท
ยอดเยี่ยม เริ่มต้นด้วยตัวอักษร, ย, A
เรียนร เริ่มต้นด้วยตัวอักษร, เ,ท
ราบรื่น เริ่มต้นด้วยตัวอักษร, ร, A
กว้าง เริ่มต้นด้วยตัวอักษร, ก, A
เครื่องบิน เริ่มต้นด้วยตัวอักษร, เ," """
ผิด เริ่มต้นด้วยตัวอักษร, ผ,ท
เต้น เริ่มต้นด้วยตัวอักษร, เ," """
ชนะ เริ่มต้นด้วยตัวอักษร, ช, A
เชื่อ เริ่มต้นด้วยตัวอักษร, เ,ต
คอนเสิร์ต เริ่มต้นด้วยตัวอักษร, ค," """
จักรยาน เริ่มต้นด้วยตัวอักษร, จ, A
เหม็นอับ เริ่มต้นด้วยตัวอักษร, เ,ย
ห้องสมุด เริ่มต้นด้วยตัวอักษร, ห, A
โทร เริ่มต้นด้วยตัวอักษร, โ," """
ให เริ่มต้นด้วยตัวอักษร, ,แรก
ให เริ่มต้นด้วยตัวอักษร,ใ,ของ
ร เริ่มต้นด้วยตัวอักษร, ร,ต
ปีน เริ่มต้นด้วยตัวอักษร, ป," """
สด เริ่มต้นด้วยตัวอักษร, ส,ท
ด เริ่มต้นด้วยตัวอักษร, ด,ท
เก่า เริ่มต้นด้วยตัวอักษร, เ,ย
ยิม เริ่มต้นด้วยตัวอักษร, ย,ย
สูง เริ่มต้นด้วยตัวอักษร, ส,ท
ตัดสินใจ เริ่มต้นด้วยตัวอักษร, ต,แรก
เลือก เริ่มต้นด้วยตัวอักษร, เ,ท
ต้องการ เริ่มต้นด้วยตัวอักษร, ต,ท
ดัง เริ่มต้นด้วยตัวอักษร, ด," """
เดิน เริ่มต้นด้วยตัวอักษร, เ,ท
กล่อง เริ่มต้นด้วยตัวอักษร, ก, A
หยาบคาย เริ่มต้นด้วยตัวอักษร, ห, A
เครื่องจักร เริ่มต้นด้วยตัวอักษร, เ, A
สงบ เริ่มต้นด้วยตัวอักษร, ส," """
ขวา เริ่มต้นด้วยตัวอักษร, ข,ท
รวม เริ่มต้นด้วยตัวอักษร, ร, A
เท็จ เริ่มต้นด้วยตัวอักษร, เ,แรก
กระซิบ เริ่มต้นด้วยตัวอักษร, ก,ท
ลึก เริ่มต้นด้วยตัวอักษร, ล,ย
ฟิล์ม เริ่มต้นด้วยตัวอักษร, ฟ," """
หัวเราะ เริ่มต้นด้วยตัวอักษร, ห, A
เปรี้ยว เริ่มต้นด้วยตัวอักษร, เ,ย
อวยพร เริ่มต้นด้วยตัวอักษร, อ,ย
สกปรก เริ่มต้นด้วยตัวอักษร, ส," """
เล็ก เริ่มต้นด้วยตัวอักษร, เ,ท
สร้าง เริ่มต้นด้วยตัวอักษร, ส,ท
การศึกษา เริ่มต้นด้วยตัวอักษร, ก,ย
ชอบ เริ่มต้นด้วยตัวอักษร, ช,ท
ต้องการ เริ่มต้นด้วยตัวอักษร, ต,ท
ยาก เริ่มต้นด้วยตัวอักษร, ย,ท
สิ้นสุด เริ่มต้นด้วยตัวอักษร, ส, A
นำ เริ่มต้นด้วยตัวอักษร, น,ท
เศร้า เริ่มต้นด้วยตัวอักษร, เ," """
แย เริ่มต้นด้วยตัวอักษร, แ,ย
ขี้เกียจ เริ่มต้นด้วยตัวอักษร, ข,ท
ด้วยกัน เริ่มต้นด้วยตัวอักษร, ด, A
สั้น เริ่มต้นด้วยตัวอักษร, ส,ย
กระโดด เริ่มต้นด้วยตัวอักษร, ก,ใหญ
ซอฟต์แวร เริ่มต้นด้วยตัวอักษร, ซ,ท
เปียก เริ่มต้นด้วยตัวอักษร, เ,ย
จริง เริ่มต้นด้วยตัวอักษร, จ, A
การต่อส เริ่มต้นด้วยตัวอักษร, ก,ท
เชียร เริ่มต้นด้วยตัวอักษร, เ," """
ง่าย เริ่มต้นด้วยตัวอักษร, ง, A
ช้า เริ่มต้นด้วยตัวอักษร, ช, A
เต็ม เริ่มต้นด้วยตัวอักษร, เ, A
แสง เริ่มต้นด้วยตัวอักษร, แ,ท
เปียโน เริ่มต้นด้วยตัวอักษร, เ,ย
เขียน เริ่มต้นด้วยตัวอักษร, เ,ใหญ
กิน เริ่มต้นด้วยตัวอักษร, ก, A
ติดตาม เริ่มต้นด้วยตัวอักษร, ต,ท
อ่อนโยน เริ่มต้นด้วยตัวอักษร, อ,ท
คิด เริ่มต้นด้วยตัวอักษร, ค,ท
ละคร เริ่มต้นด้วยตัวอักษร, ล," """
เข้าใจ เริ่มต้นด้วยตัวอักษร, เ,ท
ซื้อ เริ่มต้นด้วยตัวอักษร, ซ, A
ผลัก เริ่มต้นด้วยตัวอักษร, ผ,แรก
หนาว เริ่มต้นด้วยตัวอักษร, ห,ย
ใช เริ่มต้นด้วยตัวอักษร, ,ท
ใช เริ่มต้นด้วยตัวอักษร,ใ,ี่
แห้ง เริ่มต้นด้วยตัวอักษร, แ,ท
เป็นมิตร เริ่มต้นด้วยตัวอักษร, เ,ย
เขย่า เริ่มต้นด้วยตัวอักษร, เ,ท
สุข เริ่มต้นด้วยตัวอักษร, ส," """
จำ เริ่มต้นด้วยตัวอักษร, จ,ท
ดื่ม เริ่มต้นด้วยตัวอักษร, ด,ท
เอา เริ่มต้นด้วยตัวอักษร, เ,ท
ป่วย เริ่มต้นด้วยตัวอักษร, ป,ท
ดึง เริ่มต้นด้วยตัวอักษร, ด, A
ว่ายน้ำ เริ่มต้นด้วยตัวอักษร, ว, A
เร็ว เริ่มต้นด้วยตัวอักษร, เ,ท
รัก เริ่มต้นด้วยตัวอักษร, ร,แรก
สุภาพ เริ่มต้นด้วยตัวอักษร, ส,ย
มา เริ่มต้นด้วยตัวอักษร, ม,ท
น่าเกลียด เริ่มต้นด้วยตัวอักษร, น,ท
สรรเสริญ เริ่มต้นด้วยตัวอักษร, ส," """
แข็งแรง เริ่มต้นด้วยตัวอักษร, แ,ท
โหดร้าย เริ่มต้นด้วยตัวอักษร, โ," """
ดึงดูด เริ่มต้นด้วยตัวอักษร, ด,ท
บวก เริ่มต้นด้วยตัวอักษร, บ, A
ยาว เริ่มต้นด้วยตัวอักษร, ย,ใหญ
ยืม เริ่มต้นด้วยตัวอักษร, ย,ย
บันทึก เริ่มต้นด้วยตัวอักษร, บ," """
บ้า เริ่มต้นด้วยตัวอักษร, บ," """
ยา เริ่มต้นด้วยตัวอักษร, ย,ย
พบ เริ่มต้นด้วยตัวอักษร, พ," """
งาน เริ่มต้นด้วยตัวอักษร, ง,ท
ขึ้น เริ่มต้นด้วยตัวอักษร, ข,แรก
หวาน เริ่มต้นด้วยตัวอักษร, ห," """
พูด เริ่มต้นด้วยตัวอักษร, พ,แรก
ผลิต เริ่มต้นด้วยตัวอักษร, ผ, A
โจมต เริ่มต้นด้วยตัวอักษร, โ,ท
สูง เริ่มต้นด้วยตัวอักษร, ส,ท
สูดดม เริ่มต้นด้วยตัวอักษร, ส,ท
ปลอดภัย เริ่มต้นด้วยตัวอักษร, ป,แรก
เปิด เริ่มต้นด้วยตัวอักษร, เ,ท
เพิ่มขึ้น เริ่มต้นด้วยตัวอักษร, เ,ท
กระจาย เริ่มต้นด้วยตัวอักษร, ก,ท
มาถึง เริ่มต้นด้วยตัวอักษร, ม, A
ช่วยเหลือ เริ่มต้นด้วยตัวอักษร, ช,ท
ออกจาก เริ่มต้นด้วยตัวอักษร, อ,ท
นั่ง เริ่มต้นด้วยตัวอักษร, น, A
ถูก เริ่มต้นด้วยตัวอักษร, ถ,ท
คำถาม เริ่มต้นด้วยตัวอักษร, ค, A
แยก เริ่มต้นด้วยตัวอักษร, แ,ท
ง่าย เริ่มต้นด้วยตัวอักษร, ง, A
รวดเร็ว เริ่มต้นด้วยตัวอักษร, ร, A
ตัด เริ่มต้นด้วยตัวอักษร, ต,ใหญ
เกม เริ่มต้นด้วยตัวอักษร, เ, A
เงียบ เริ่มต้นด้วยตัวอักษร, เ, A
เพื่อน เริ่มต้นด้วยตัวอักษร, เ,ท
จน เริ่มต้นด้วยตัวอักษร, จ,ย
ม เริ่มต้นด้วยตัวอักษร, ม,ท
พูด เริ่มต้นด้วยตัวอักษร, พ,แรก
หนุ่มสาว เริ่มต้นด้วยตัวอักษร, ห, A
เล่น เริ่มต้นด้วยตัวอักษร, เ, A
สว่าง เริ่มต้นด้วยตัวอักษร, ส,แรก
แพ เริ่มต้นด้วยตัวอักษร, แ,แรก
เริ่มต้น เริ่มต้นด้วยตัวอักษร, เ, A
พัก เริ่มต้นด้วยตัวอักษร, พ,ท
กฎหมาย เริ่มต้นด้วยตัวอักษร, ก, “
ด เริ่มต้นด้วยตัวอักษร, ด,ท
ซื่อสัตย เริ่มต้นด้วยตัวอักษร, ซ,ต
โง เริ่มต้นด้วยตัวอักษร, โ,ย
ฉลาด เริ่มต้นด้วยตัวอักษร, ฉ,แรก
ฉลาด เริ่มต้นด้วยตัวอักษร, ฉ,แรก
ปิด เริ่มต้นด้วยตัวอักษร, ป,ท
อ่าน เริ่มต้นด้วยตัวอักษร, อ, A
ทื่อ เริ่มต้นด้วยตัวอักษร, ท," """
ขี้อาย เริ่มต้นด้วยตัวอักษร, ข,แรก
มืด เริ่มต้นด้วยตัวอักษร, ม,ท
บาง เริ่มต้นด้วยตัวอักษร, บ,ใหญ
เผ็ดร้อน เริ่มต้นด้วยตัวอักษร, เ, A
ใหม เริ่มต้นด้วยตัวอักษร, , A
ใหม เริ่มต้นด้วยตัวอักษร,ใ, และ
จับ เริ่มต้นด้วยตัวอักษร, จ,ท
เกลียด เริ่มต้นด้วยตัวอักษร, เ,ท
สร้าง เริ่มต้นด้วยตัวอักษร, ส,ท
ลอง เริ่มต้นด้วยตัวอักษร, ล,ท
ฟาร์ม เริ่มต้นด้วยตัวอักษร, ฟ," """
ใหญ เริ่มต้นด้วยตัวอักษร, ,ย
ใหญ เริ่มต้นด้วยตัวอักษร,ใ,่อ
เล็ก เริ่มต้นด้วยตัวอักษร, เ,ท
