prompt,answer_token,predicted_top1_token
Nova Iorque está localizado no país, Estados, Estados
Nova Iorque está localizado no país, Unidos, Unidos
Rio de Janeiro está localizado no país, Brasil, brasile
Buenos Aires está localizado no país, Argentina, Argentina
Cidade do México está localizado no país, México, México
São Paulo está localizado no país, Brasil, brasile
Los Angeles está localizado no país, Estados, dos
Los Angeles está localizado no país, Unidos, Estados
São Petersburgo está localizado no país, R, da
São Petersburgo está localizado no país,ú, R
São Petersburgo está localizado no país,ss,ú
São Petersburgo está localizado no país,ia,ss
São Francisco está localizado no país, Estados, brasile
São Francisco está localizado no país, Unidos,iro
Cidade de Ho Chi Minh está localizado no país, Viet, Viet
Cidade de Ho Chi Minh está localizado no país,name,n
Kuala Lumpur está localizado no país, Mal, Mal
Kuala Lumpur está localizado no país,ás,ás
Kuala Lumpur está localizado no país,ia,ia
Abu Dhabi está localizado no país, Em, de
Abu Dhabi está localizado no país,ir, Abu
Abu Dhabi está localizado no país,ados, Dhabi
Abu Dhabi está localizado no país, Á,","
Abu Dhabi está localizado no país,rab, no
Abu Dhabi está localizado no país,es, contin
Abu Dhabi está localizado no país, Unidos,ente
Cidade do Cabo está localizado no país, Á, da
Cidade do Cabo está localizado no país,frica, Á
Cidade do Cabo está localizado no país, do,frica
Cidade do Cabo está localizado no país, Sul, do
Nova Deli está localizado no país, �, de
Nova Deli está localizado no país,�, Argentina
Nova Deli está localizado no país,nd,","
Nova Deli está localizado no país,ia, en
Las Vegas está localizado no país, Estados, Estados
Las Vegas está localizado no país, Unidos, Unidos
Hong Kong está localizado no país, China, da
Tel Aviv está localizado no país, Israel, Israel
Joanesburgo está localizado no país, Á, de
Joanesburgo está localizado no país,frica, Á
Joanesburgo está localizado no país, do,frica
Joanesburgo está localizado no país, Sul, do
São Domingos está localizado no país, Rep, brasile
São Domingos está localizado no país,ública,iro
São Domingos está localizado no país, Dominic, de
São Domingos está localizado no país,ana, Min
Porto Príncipe está localizado no país, Haiti, de
Santiago de Chile está localizado no país, Chile, Chile
Cidade do Panamá está localizado no país, Pan, Pan
Cidade do Panamá está localizado no país,am,am
Cidade do Panamá está localizado no país,á,á
Siem Reap está localizado no país, Cam, Cam
Siem Reap está localizado no país,bo,bo
Siem Reap está localizado no país,ja,ja
Casablanca está localizado no país, Mar, Mar
Casablanca está localizado no país,ro,ro
Casablanca está localizado no país,cos,cos
San Juan está localizado no país, Porto, de
San Juan está localizado no país, Rico, Puerto
Costa Rica está localizado no país, San, de
Costa Rica está localizado no país, José, Costa
Adis Abeba está localizado no país, E, de
Adis Abeba está localizado no país,ti, E
Adis Abeba está localizado no país,ó,ti
Adis Abeba está localizado no país,p,ó
Adis Abeba está localizado no país,ia,p
Punta Cana está localizado no país, Rep, Rep
Punta Cana está localizado no país,ública,ública
Punta Cana está localizado no país, Dominic, Dominic
Punta Cana está localizado no país,ana,ana
