prompt,answer_token,predicted_top1_token
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Drake heißt", Sand, Sand
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Drake heißt",i,i
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Drake heißt", Graham, Graham
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Ariana Grande heißt", Joan, Joan
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Ariana Grande heißt", Grande, Grande
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Rihanna heißt", Monica, Monica
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Rihanna heißt", Bra, Bra
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Rihanna heißt",ith,ith
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Rihanna heißt",wa,wa
"Die Mutter von Suri Cruise heißt Katie Holmes.
Die Mutter von Michelle Obama heißt Marian Robinson.
Die Mutter von Willow Smith heißt Jada Pinkett Smith.
Die Mutter von Ava Phillippe heißt Reese Witherspoon.
Die Mutter von Kaia Gerber heißt Cindy Crawford.
Die Mutter von Lila Grace Moss-Hack heißt Kate Moss.
Die Mutter von Ella Travolta heißt Kelly Preston.
Die Mutter von Rihanna heißt",ite,ite
