prompt,answer_token,predicted_top1_token
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
พิซซา มาจากประเทศ", ประเทศ, ประเทศ
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
พิซซา มาจากประเทศ",อ,อ
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
พิซซา มาจากประเทศ",ิต,ิต
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
พิซซา มาจากประเทศ",าล,าล
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
พิซซา มาจากประเทศ",ี,ี
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ซูชิ มาจากประเทศ", ประเทศ, ประเทศ
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ซูชิ มาจากประเทศ",ญ,ญ
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ซูชิ มาจากประเทศ",ี่,ี่
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ซูชิ มาจากประเทศ",ป,ป
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ซูชิ มาจากประเทศ",ุ่,ุ่
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ซูชิ มาจากประเทศ",น,น
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ตาโก มาจากประเทศ", ประเทศ, ประเทศ
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ตาโก มาจากประเทศ",เม,อ
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ตาโก มาจากประเทศ",็กซ,ิต
"ซูฟลากี มาจากประเทศ ประเทศกรีซ.
ราตาตูย มาจากประเทศ ประเทศฝรั่งเศส.
เคบับ มาจากประเทศ ประเทศตุรกี.
คาชาปูรี มาจากประเทศ ประเทศจอร์เจีย.
ตาโก มาจากประเทศ",ิโ,าล
