prompt,answer_token,predicted_top1_token
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Bulbasaur entwickelt sich zu einem/einer", Iv, Iv
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Bulbasaur entwickelt sich zu einem/einer",ys,ys
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Bulbasaur entwickelt sich zu einem/einer",aur,aur
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Charmander entwickelt sich zu einem/einer", Charm, Charm
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Charmander entwickelt sich zu einem/einer",ele,ele
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Charmander entwickelt sich zu einem/einer",on,on
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Squirtle entwickelt sich zu einem/einer", W, Bl
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Squirtle entwickelt sich zu einem/einer",art,it
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Squirtle entwickelt sich zu einem/einer",ort,za
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Squirtle entwickelt sich zu einem/einer",le,".
"
"Evoli entwickelt sich zu einem/einer Aquana.
Evoli entwickelt sich zu einem/einer Blitza.
Evoli entwickelt sich zu einem/einer Flamara.
Rabauz entwickelt sich zu einem/einer Kicklee.
Pikachu entwickelt sich zu einem/einer", Ra, P
