prompt,answer_token,predicted_top1_token
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Roberto Clemente spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Hank Aaron spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Jari Kurri spielt die Sportart", H, E
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Jari Kurri spielt die Sportart",ock,ish
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Jari Kurri spielt die Sportart",e,ockey
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Jari Kurri spielt die Sportart",ys,".
"
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Jari Kurri spielt die Sportart",port,M
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Zdeno Chára spielt die Sportart", H, E
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Zdeno Chára spielt die Sportart",ock,ish
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Zdeno Chára spielt die Sportart",e,ockey
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Zdeno Chára spielt die Sportart",ys,".
"
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Zdeno Chára spielt die Sportart",port,L
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Peter Šťastný spielt die Sportart", H, E
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Peter Šťastný spielt die Sportart",ock,ish
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Peter Šťastný spielt die Sportart",e,ockey
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Peter Šťastný spielt die Sportart",ys,".
"
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Peter Šťastný spielt die Sportart",port,M
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
R.A. Dickey spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Luis Scola spielt die Sportart", Basketball, Basketball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Satchel Paige spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Elton Brand spielt die Sportart", Basketball, Basketball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Mariano Rivera spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Gary Carter spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Igor Larionov spielt die Sportart", H, E
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Igor Larionov spielt die Sportart",ock,ish
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Igor Larionov spielt die Sportart",e,ockey
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Igor Larionov spielt die Sportart",ys,".
"
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Igor Larionov spielt die Sportart",port,M
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Dennis Rodman spielt die Sportart", Basketball, Basketball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Šarūnas Jasikevičius spielt die Sportart", Basketball, Basketball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Marián Hossa spielt die Sportart", H, E
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Marián Hossa spielt die Sportart",ock,ish
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Marián Hossa spielt die Sportart",e,ockey
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Marián Hossa spielt die Sportart",ys,".
"
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Marián Hossa spielt die Sportart",port,M
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Moe Berg spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Arvydas Sabonis spielt die Sportart", Basketball, Basketball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Willie Mays spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Magic Johnson spielt die Sportart", Basketball, Basketball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Cy Young spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Jim Bunning spielt die Sportart", Baseball, Baseball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Carlos Arroyo spielt die Sportart", Basketball, H
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Ryan Smyth spielt die Sportart", H, E
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Ryan Smyth spielt die Sportart",ock,ish
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Ryan Smyth spielt die Sportart",e,ockey
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Ryan Smyth spielt die Sportart",ys,".
"
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Ryan Smyth spielt die Sportart",port,M
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Joakim Noah spielt die Sportart", Basketball, Basketball
"Kylian Mbappé spielt die Sportart Fußball.
Shohei Otani spielt die Sportart Baseball.
Jayson Tatum spielt die Sportart Basketball.
Luciana Aymar spielt die Sportart Hockeysport.
Sergei Fedorov spielt die Sportart", H, E
