prompt,answer_token,predicted_top1_token
जॉन ऐडम्स का चुनाव में हुआ था, , और
जॉन ऐडम्स का चुनाव में हुआ था,१�, वह
जॉन ऐडम्स का चुनाव में हुआ था,�, 
जॉन ऐडम्स का चुनाव में हुआ था,९,201
जॉन ऐडम्स का चुनाव में हुआ था,६,6
थामस जेफरसन का चुनाव में हुआ था, , और
थामस जेफरसन का चुनाव में हुआ था,१�, वह
थामस जेफरसन का चुनाव में हुआ था,�, 
थामस जेफरसन का चुनाव में हुआ था,०,200
थामस जेफरसन का चुनाव में हुआ था,०,8
जेम्ज़ मैडिसन का चुनाव में हुआ था, , और
जेम्ज़ मैडिसन का चुनाव में हुआ था,१�, वह
जेम्ज़ मैडिसन का चुनाव में हुआ था,�, 
जेम्ज़ मैडिसन का चुनाव में हुआ था,०,201
जेम्ज़ मैडिसन का चुनाव में हुआ था,८,6
जेम्स मुनरो का चुनाव में हुआ था, , और
जेम्स मुनरो का चुनाव में हुआ था,१�, वह
जेम्स मुनरो का चुनाव में हुआ था,�, 
जेम्स मुनरो का चुनाव में हुआ था,१,201
जेम्स मुनरो का चुनाव में हुआ था,६,0
जॉन क्विन्सी एडम्स का चुनाव में हुआ था, , और
जॉन क्विन्सी एडम्स का चुनाव में हुआ था,१�, वह
जॉन क्विन्सी एडम्स का चुनाव में हुआ था,�, 
जॉन क्विन्सी एडम्स का चुनाव में हुआ था,२,201
जॉन क्विन्सी एडम्स का चुनाव में हुआ था,४,6
ऐन्ड्रयू जैकसन का चुनाव में हुआ था, , और
ऐन्ड्रयू जैकसन का चुनाव में हुआ था,१�, वह
ऐन्ड्रयू जैकसन का चुनाव में हुआ था,�, 
ऐन्ड्रयू जैकसन का चुनाव में हुआ था,२,200
ऐन्ड्रयू जैकसन का चुनाव में हुआ था,८,8
मार्टिन वान ब्यूरेन का चुनाव में हुआ था, , और
मार्टिन वान ब्यूरेन का चुनाव में हुआ था,१�, वह
मार्टिन वान ब्यूरेन का चुनाव में हुआ था,�, 
मार्टिन वान ब्यूरेन का चुनाव में हुआ था,३,201
मार्टिन वान ब्यूरेन का चुनाव में हुआ था,६,0
विलियम हेनरी हैरीसन का चुनाव में हुआ था, , और
विलियम हेनरी हैरीसन का चुनाव में हुआ था,१�, वह
विलियम हेनरी हैरीसन का चुनाव में हुआ था,�, 
विलियम हेनरी हैरीसन का चुनाव में हुआ था,४,191
विलियम हेनरी हैरीसन का चुनाव में हुआ था,०,0
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था, , और
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था,१९, उस
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था,६,े
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था,८, 
जॉन एफ़. केनेडी का चुनाव में हुआ था, , और
जॉन एफ़. केनेडी का चुनाव में हुआ था,१९, उस
जॉन एफ़. केनेडी का चुनाव में हुआ था,६,े
जॉन एफ़. केनेडी का चुनाव में हुआ था,०, 
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था, , और
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था,१९, उस
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था,६,े
रिचर्ड मिल्हौस निक्सन का चुनाव में हुआ था,८, 
विलियम क्लिंटन का चुनाव में हुआ था, , और
विलियम क्लिंटन का चुनाव में हुआ था,१९, उस
विलियम क्लिंटन का चुनाव में हुआ था,९,े
विलियम क्लिंटन का चुनाव में हुआ था,२, 
जॉर्ज वॉकर बुश का चुनाव में हुआ था, , और
जॉर्ज वॉकर बुश का चुनाव में हुआ था,२०, उस
जॉर्ज वॉकर बुश का चुनाव में हुआ था,०,े
जॉर्ज वॉकर बुश का चुनाव में हुआ था,०, 
बराक ओबामा का चुनाव में हुआ था, , और
बराक ओबामा का चुनाव में हुआ था,२०, वह
बराक ओबामा का चुनाव में हुआ था,०,ां
बराक ओबामा का चुनाव में हुआ था,८, स
जिमी कार्टर का चुनाव में हुआ था, , और
जिमी कार्टर का चुनाव में हुआ था,१९, वह
जिमी कार्टर का चुनाव में हुआ था,७, 
जिमी कार्टर का चुनाव में हुआ था,६,201
रोनाल्ड विलसन रीगन का चुनाव में हुआ था, , और
रोनाल्ड विलसन रीगन का चुनाव में हुआ था,१९, वह
रोनाल्ड विलसन रीगन का चुनाव में हुआ था,८, 
रोनाल्ड विलसन रीगन का चुनाव में हुआ था,०,201
जॉर्ज हर्बर्ट वॉकर बुश का चुनाव में हुआ था, , और
जॉर्ज हर्बर्ट वॉकर बुश का चुनाव में हुआ था,१९, 
जॉर्ज हर्बर्ट वॉकर बुश का चुनाव में हुआ था,८,200
जॉर्ज हर्बर्ट वॉकर बुश का चुनाव में हुआ था,८,0
जो बाइडेन का चुनाव में हुआ था, , और
जो बाइडेन का चुनाव में हुआ था,२०, ज
जो बाइडेन का चुनाव में हुआ था,२,िस
जो बाइडेन का चुनाव में हुआ था,०,न
फ्रैंकलिन डेलानो रूज़वेल्ट का चुनाव में हुआ था, , और
फ्रैंकलिन डेलानो रूज़वेल्ट का चुनाव में हुआ था,१९, 
फ्रैंकलिन डेलानो रूज़वेल्ट का चुनाव में हुआ था,३,193
फ्रैंकलिन डेलानो रूज़वेल्ट का चुनाव में हुआ था,२,3
