prompt,answer_token,predicted_top1_token
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
संयुक्त राज्य अमेरिका की आधिकारिक मुद्रा है", अम, ड
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
संयुक्त राज्य अमेरिका की आधिकारिक मुद्रा है",ेर,ॉल
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
संयुक्त राज्य अमेरिका की आधिकारिक मुद्रा है",िक,र
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
संयुक्त राज्य अमेरिका की आधिकारिक मुद्रा है",ी,".
"
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
संयुक्त राज्य अमेरिका की आधिकारिक मुद्रा है", ड,स
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
संयुक्त राज्य अमेरिका की आधिकारिक मुद्रा है",ॉल,्व
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
संयुक्त राज्य अमेरिका की आधिकारिक मुद्रा है",र,िट
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है", प, प
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है",ाउ,ाउ
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है",ण,ण
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है",्ड,्ड
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है", स,".
"
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है",्टर,य
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है",्ल,ू
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है",िं,एस
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
यूनाइटेड किंगडम की आधिकारिक मुद्रा है",ग,ए
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
कनाडा की आधिकारिक मुद्रा है", ड, ड
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
कनाडा की आधिकारिक मुद्रा है",ा,ॉल
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
कनाडा की आधिकारिक मुद्रा है",�,र
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
कनाडा की आधिकारिक मुद्रा है",�,".
"
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
कनाडा की आधिकारिक मुद्रा है",ल,स
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
कनाडा की आधिकारिक मुद्रा है",र,्व
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
ऑस्ट्रेलिया की आधिकारिक मुद्रा है", ड, ऑ
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
ऑस्ट्रेलिया की आधिकारिक मुद्रा है",ा,स
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
ऑस्ट्रेलिया की आधिकारिक मुद्रा है",�,्ट
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
ऑस्ट्रेलिया की आधिकारिक मुद्रा है",�,्र
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
ऑस्ट्रेलिया की आधिकारिक मुद्रा है",ल,ेल
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
ऑस्ट्रेलिया की आधिकारिक मुद्रा है",र,ियन
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
भारत की आधिकारिक मुद्रा है", भ, र
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
भारत की आधिकारिक मुद्रा है",ारत,ुपय
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
भारत की आधिकारिक मुद्रा है",ीय,"ा.
"
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
भारत की आधिकारिक मुद्रा है", र,स
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
भारत की आधिकारिक मुद्रा है",ुपय,ंय
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
भारत की आधिकारिक मुद्रा है",ा,ुक
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
रूस की आधिकारिक मुद्रा है", र, र
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
रूस की आधिकारिक मुद्रा है",ूस,ूब
"मिस्र की आधिकारिक मुद्रा है पाउण्ड.
वियतनाम की आधिकारिक मुद्रा है डोंग.
नाइजीरिया की आधिकारिक मुद्रा है नाइरा.
कोलम्बिया की आधिकारिक मुद्रा है पेसो.
युक्रेन की आधिकारिक मुद्रा है युक्रेनियाई रिव्निया.
रूस की आधिकारिक मुद्रा है",ी,ल
