prompt,answer_token,predicted_top1_token
Platform Controller Hub a été créé(e) par, Intel, un
Shahab-2 a été créé(e) par, Iran, le
Infiniti QX a été créé(e) par, Nissan, le
iPhone 5 a été créé(e) par, Apple, Apple
Wii Balance Board a été créé(e) par, Nintendo, Nintendo
Acura TL a été créé(e) par, Honda, Honda
Lancia 037 a été créé(e) par, Fiat,"
"
Windows Server 2003 a été créé(e) par, Microsoft, Microsoft
DualShock a été créé(e) par, Sony, Sony
Mac Pro a été créé(e) par, Apple, Apple
Game Boy Advance SP a été créé(e) par, Nintendo, Nintendo
Squad 51 a été créé(e) par, Dodge, le
PGM-19 Jupiter a été créé(e) par, Chrysler, le
Prince R380 a été créé(e) par, Nissan, le
Monomail a été créé(e) par, Boeing, le
Geo Metro a été créé(e) par, Suzuki, le
Shahab-1 a été créé(e) par, Iran, l
PowerFlite a été créé(e) par, Chrysler, le
DC-3 a été créé(e) par, Douglas, le
Kindle Fire a été créé(e) par, Amazon, Amazon
AGM-86 ALCM a été créé(e) par, Boeing, le
Autobianchi Y10 a été créé(e) par, Fiat, l
Mini E a été créé(e) par, BMW, le
Isetta a été créé(e) par, BMW, le
Datsun Sports a été créé(e) par, Nissan,"
"
Acura ILX a été créé(e) par, Honda, le
SteadyShot a été créé(e) par, Sony, le
SNES-CD a été créé(e) par, Nintendo, le
Ferrari 250 GTO a été créé(e) par, Fiat, Ferrari
Lancia Aprilia a été créé(e) par, Fiat, L
Windows Live Mail a été créé(e) par, Microsoft, Microsoft
Bluesmobile a été créé(e) par, Dodge, George
Bionz a été créé(e) par, Sony, Sony
AMC 35 a été créé(e) par, Renault, le
Acura ZDX a été créé(e) par, Honda, le
Lancia Thema a été créé(e) par, Fiat, L
Acura EL a été créé(e) par, Honda, le
Alfa Romeo Montreal a été créé(e) par, Fiat,"
"
Acura MDX a été créé(e) par, Honda, Honda
Toyopet Master a été créé(e) par, Toyota, Toyota
Xbox a été créé(e) par, Microsoft, Microsoft
Auto Avio Costruzioni 815 a été créé(e) par, Ferrari, l
iPhone 4s a été créé(e) par, Apple, Apple
Eagle Premier a été créé(e) par, Renault, le
Dino a été créé(e) par, Ferrari, le
iPod a été créé(e) par, Apple, Apple
iPad Mini a été créé(e) par, Apple, Apple
AGM-69 SRAM a été créé(e) par, Boeing, le
LGM-30 Minuteman a été créé(e) par, Boeing, l
iPod Mini a été créé(e) par, Apple, Apple
Alfa Romeo 6C a été créé(e) par, Fiat, Al
AMR 35 a été créé(e) par, Renault, le
TorqueFlite a été créé(e) par, Chrysler, le
System Controller Hub a été créé(e) par, Intel, un
Alfa Romeo MiTo a été créé(e) par, Fiat, Al
MIM-3 Nike-Ajax a été créé(e) par, Douglas, le
Color TV-Game a été créé(e) par, Nintendo,"
"
Mini Hatch a été créé(e) par, BMW, Mazda
MessagePad a été créé(e) par, Apple, **
GAM-87 Skybolt a été créé(e) par, Douglas, le
Lancia Musa a été créé(e) par, Fiat, (
F3D Skyknight a été créé(e) par, Douglas, le
Dacia Sandero a été créé(e) par, Renault, le
Lancia Dedra a été créé(e) par, Fiat, le
Acura RDX a été créé(e) par, Honda, le
Rolls-Royce Phantom a été créé(e) par, BMW, un
iPod shuffle a été créé(e) par, Apple, Apple
Plymouth Prowler a été créé(e) par, Chrysler,"
"
Eagle Medallion a été créé(e) par, Renault,"
"
Pontiac Firebird a été créé(e) par, Chevrolet,"
"
B-17 Flying Fortress a été créé(e) par, Boeing,"
"
Infiniti Q50 a été créé(e) par, Nissan, Inf
Dardo IFV a été créé(e) par, Fiat, le
Exmor a été créé(e) par, Sony, le
Windows 2000 a été créé(e) par, Microsoft, Microsoft
Lumia series a été créé(e) par, Microsoft, Microsoft
Alfa Romeo Brera a été créé(e) par, Fiat, Al
B-29 Superfortress a été créé(e) par, Boeing, le
Pratt & Miller a été créé(e) par, Chevrolet, le
SNES-CD a été créé(e) par, Sony, le
AMR 33 a été créé(e) par, Renault, le
CIM-10 Bomarc a été créé(e) par, Boeing, l
Lancia Ypsilon a été créé(e) par, Fiat, L
Acura Legend a été créé(e) par, Honda, le
Lancia Gamma a été créé(e) par, Fiat, L
PGM-17 Thor a été créé(e) par, Douglas, le
N-Gage QD a été créé(e) par, Nokia, le
Dino a été créé(e) par, Fiat, le
Alpine A106 a été créé(e) par, Renault, le
iPhone 3GS a été créé(e) par, Apple, Apple
iPad a été créé(e) par, Apple, Apple
Acura CL a été créé(e) par, Honda, le
Windows Phone 8.1 a été créé(e) par, Microsoft, Microsoft
B-47 Stratojet a été créé(e) par, Boeing,"
"
C-40 Clipper a été créé(e) par, Boeing, le
Alfa Romeo 155 a été créé(e) par, Fiat, Al
YF-22 a été créé(e) par, Boeing, le
iPhone 1 a été créé(e) par, Apple, Steve
CineAlta a été créé(e) par, Sony, le
Plymouth Valiant a été créé(e) par, Chrysler,"
"
Autobianchi A112 a été créé(e) par, Fiat, Fiat
PGM-11 Redstone a été créé(e) par, Chrysler, le
RC-135 a été créé(e) par, Boeing, le
Chromecast a été créé(e) par, Google, Google
Chromebook Pixel a été créé(e) par, Google, Google
Sileighty a été créé(e) par, Nissan, le
Kenmore Appliances a été créé(e) par, Sears, le
LGA 775 a été créé(e) par, Intel, Intel
Model M keyboard a été créé(e) par, IBM, Microsoft
Scion tC a été créé(e) par, Toyota, le
iPad 4 a été créé(e) par, Apple, Apple
Shahab-4 a été créé(e) par, Iran, le
MacBook Air a été créé(e) par, Apple, Apple
Hwasong-5 a été créé(e) par, Iran, l
Jeep Grand Cherokee a été créé(e) par, Chrysler,"
"
Game & Watch a été créé(e) par, Nintendo, 
Wii U a été créé(e) par, Nintendo, le
Lancia Flavia a été créé(e) par, Fiat,"
"
Game Boy Advance a été créé(e) par, Nintendo, Nintendo
DC-9 a été créé(e) par, Douglas, le
Fateh-110 a été créé(e) par, Iran, l
Windows Vista a été créé(e) par, Microsoft, Microsoft
Lancia Lybra a été créé(e) par, Fiat,"
"
C-135 Stratolifter a été créé(e) par, Boeing, le
Nasr-1 a été créé(e) par, Iran,"
"
iPhone a été créé(e) par, Apple, Apple
