prompt,answer_token,predicted_top1_token
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Kryvyi Rih pode ser encontrado no continente", Europa, Europa
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Baía Prydz pode ser encontrado no continente", Ant, Ant
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Baía Prydz pode ser encontrado no continente",á,á
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Baía Prydz pode ser encontrado no continente",rt,rt
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Baía Prydz pode ser encontrado no continente",ida,ida
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Markham pode ser encontrado no continente", Ant, América
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Markham pode ser encontrado no continente",á, do
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Markham pode ser encontrado no continente",rt, Norte
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Markham pode ser encontrado no continente",ida,".
"
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Kalahari pode ser encontrado no continente", Á, Á
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Kalahari pode ser encontrado no continente",frica,frica
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Nizamabad pode ser encontrado no continente", Á, Á
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Nizamabad pode ser encontrado no continente",s,s
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Nizamabad pode ser encontrado no continente",ia,ia
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Angra Mobiloil pode ser encontrado no continente", Ant, Á
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Angra Mobiloil pode ser encontrado no continente",á,s
"Torre Eiffel pode ser encontrado no continente Europa.
Estátua da Liberdade pode ser encontrado no continente América do Norte.
Big Ben pode ser encontrado no continente Europa.
Montanha da Mesa pode ser encontrado no continente África.
Monte Fuji pode ser encontrado no continente Ásia.
Angra Mobiloil pode ser encontrado no continente",rt,ia
