prompt,answer_token,predicted_top1_token
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
BIEGUNG endet mit dem Buchstaben", G, G
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
SCHWER endet mit dem Buchstaben", R, R
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
SCHÖN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
FRAGEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
ERWEITERN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
VORDERSEITE endet mit dem Buchstaben", E, E
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
ZÄH endet mit dem Buchstaben", H, H
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
ART endet mit dem Buchstaben", T, T
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
GEHE endet mit dem Buchstaben", E, E
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
CHIRURGIE endet mit dem Buchstaben", E, G
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
VERGANGENHEIT endet mit dem Buchstaben", T, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
INNEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
EINGEBEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
BEGINN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
VERSCHWINDEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
HERBST endet mit dem Buchstaben", T, B
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
VERRÜCKT endet mit dem Buchstaben", T, T
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
VERGESSEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
STIRNRUNZELN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
GROSSARTIG endet mit dem Buchstaben", G, G
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
LERNEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
GLATT endet mit dem Buchstaben", T, T
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
BREIT endet mit dem Buchstaben", T, T
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
FLUGZEUG endet mit dem Buchstaben", G, U
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
FALSCH endet mit dem Buchstaben", H, S
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
TANZ endet mit dem Buchstaben", Z, Z
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
GEWINN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
GLAUBEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
KONZERT endet mit dem Buchstaben", T, R
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
FAHRRAD endet mit dem Buchstaben", D, D
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
ALT endet mit dem Buchstaben", T, T
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
BIBLIOTHEK endet mit dem Buchstaben", K, K
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
ANRUF endet mit dem Buchstaben", F, F
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
GEBEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
WISSEN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
KLETTERN endet mit dem Buchstaben", N, N
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
FRISCH endet mit dem Buchstaben", H, S
"FEUER endet mit dem Buchstaben R.
HÜGEL endet mit dem Buchstaben L.
GELEE endet mit dem Buchstaben E.
MESSER endet mit dem Buchstaben R.
LAMM endet mit dem Buchstaben M.
SCHAUEN endet mit dem Buchstaben", N, N
