prompt,answer_token,predicted_top1_token
เดนนิส ร็อดแมน เล่นกีฬา, บ,"
"
เดนนิส ร็อดแมน เล่นกีฬา,าส,*
เดนนิส ร็อดแมน เล่นกีฬา,เก, 
เดนนิส ร็อดแมน เล่นกีฬา,ต,201
เดนนิส ร็อดแมน เล่นกีฬา,บอล,0
แมจิก จอห์นสัน เล่นกีฬา, บ,เท
แมจิก จอห์นสัน เล่นกีฬา,าส,นน
แมจิก จอห์นสัน เล่นกีฬา,เก,ิส
แมจิก จอห์นสัน เล่นกีฬา,ต,เป
แมจิก จอห์นสัน เล่นกีฬา,บอล,็น
โยอาคิม โนอาห์ เล่นกีฬา, บ,เป
โยอาคิม โนอาห์ เล่นกีฬา,าส,็น
โยอาคิม โนอาห์ เล่นกีฬา,เก,คร
โยอาคิม โนอาห์ เล่นกีฬา,ต,ั้
โยอาคิม โนอาห์ เล่นกีฬา,บอล,งแรก
ไมเคิล จอร์แดน เล่นกีฬา, บ,"
"
ไมเคิล จอร์แดน เล่นกีฬา,าส,*
ไมเคิล จอร์แดน เล่นกีฬา,เก, 
ไมเคิล จอร์แดน เล่นกีฬา,ต,201
ไมเคิล จอร์แดน เล่นกีฬา,บอล,0
ชาคีลล์ โอนีล เล่นกีฬา, บ,เป
ชาคีลล์ โอนีล เล่นกีฬา,าส,็น
ชาคีลล์ โอนีล เล่นกีฬา,เก,คร
ชาคีลล์ โอนีล เล่นกีฬา,ต,ั้
ชาคีลล์ โอนีล เล่นกีฬา,บอล,งแรก
อิจิโร่ ซูซูกิ เล่นกีฬา, เบ,เป
อิจิโร่ ซูซูกิ เล่นกีฬา,ส,็น
อิจิโร่ ซูซูกิ เล่นกีฬา,บอล,ประจำ
เลอบรอน เจมส์ เล่นกีฬา, บ,"
"
เลอบรอน เจมส์ เล่นกีฬา,าส,*
เลอบรอน เจมส์ เล่นกีฬา,เก, 
เลอบรอน เจมส์ เล่นกีฬา,ต,201
เลอบรอน เจมส์ เล่นกีฬา,บอล,0
มิกกี แมนเทิล เล่นกีฬา, เบ,"
"
มิกกี แมนเทิล เล่นกีฬา,ส,*
มิกกี แมนเทิล เล่นกีฬา,บอล, 
อัลเลน ไอเวอร์สัน เล่นกีฬา, บ,"
"
อัลเลน ไอเวอร์สัน เล่นกีฬา,าส,*
อัลเลน ไอเวอร์สัน เล่นกีฬา,เก, แ
อัลเลน ไอเวอร์สัน เล่นกีฬา,ต,อน
อัลเลน ไอเวอร์สัน เล่นกีฬา,บอล,เด
ทิม ดังแคน เล่นกีฬา, บ,"
"
ทิม ดังแคน เล่นกีฬา,าส,*
ทิม ดังแคน เล่นกีฬา,เก, 
ทิม ดังแคน เล่นกีฬา,ต, อ
ทิม ดังแคน เล่นกีฬา,บอล,เล
สตีฟ แนช เล่นกีฬา, บ,"
"
สตีฟ แนช เล่นกีฬา,าส,*
สตีฟ แนช เล่นกีฬา,เก, 
สตีฟ แนช เล่นกีฬา,ต,201
สตีฟ แนช เล่นกีฬา,บอล,6
เมตตา เวิลด์พีซ เล่นกีฬา, บ,ได
เมตตา เวิลด์พีซ เล่นกีฬา,าส,้
เมตตา เวิลด์พีซ เล่นกีฬา,เก,เง
เมตตา เวิลด์พีซ เล่นกีฬา,ต,ิน
เมตตา เวิลด์พีซ เล่นกีฬา,บอล,จร
เบบ รูธ เล่นกีฬา, เบ,"
"
เบบ รูธ เล่นกีฬา,ส,*
เบบ รูธ เล่นกีฬา,บอล, 
เควิน การ์เน็ต เล่นกีฬา, บ,"
"
เควิน การ์เน็ต เล่นกีฬา,าส,*
เควิน การ์เน็ต เล่นกีฬา,เก, 
เควิน การ์เน็ต เล่นกีฬา,ต,201
เควิน การ์เน็ต เล่นกีฬา,บอล,9
โทนี พาร์กเกอร์ เล่นกีฬา, บ,เท
โทนี พาร์กเกอร์ เล่นกีฬา,าส,นน
โทนี พาร์กเกอร์ เล่นกีฬา,เก,ิส
โทนี พาร์กเกอร์ เล่นกีฬา,ต,อาช
โทนี พาร์กเกอร์ เล่นกีฬา,บอล,ีพ
จูเลียส เออร์วิง เล่นกีฬา, บ,"
"
จูเลียส เออร์วิง เล่นกีฬา,าส,*
จูเลียส เออร์วิง เล่นกีฬา,เก, 
จูเลียส เออร์วิง เล่นกีฬา,ต,201
จูเลียส เออร์วิง เล่นกีฬา,บอล,0
โคบี ไบรอันต์ เล่นกีฬา, บ,เป
โคบี ไบรอันต์ เล่นกีฬา,าส,็น
โคบี ไบรอันต์ เล่นกีฬา,เก,คร
โคบี ไบรอันต์ เล่นกีฬา,ต,ั้
โคบี ไบรอันต์ เล่นกีฬา,บอล,งแรก
ดเวน เหว็ด เล่นกีฬา, บ,"
"
ดเวน เหว็ด เล่นกีฬา,าส,เว
ดเวน เหว็ด เล่นกีฬา,เก,็บ
ดเวน เหว็ด เล่นกีฬา,ต,พน
ดเวน เหว็ด เล่นกีฬา,บอล,ัน
บิล รัสเซล เล่นกีฬา, บ,"
"
บิล รัสเซล เล่นกีฬา,าส,*
บิล รัสเซล เล่นกีฬา,เก, 
บิล รัสเซล เล่นกีฬา,ต, อ
บิล รัสเซล เล่นกีฬา,บอล,เล
