prompt,answer_token,predicted_top1_token
"Dwight David Eisenhower est né(e) à 1890.
John Adams est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
John Adams est né(e) à",173,173
"Dwight David Eisenhower est né(e) à 1890.
John Adams est né(e) à",5,5
"Dwight David Eisenhower est né(e) à 1890.
Thomas Jefferson est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Thomas Jefferson est né(e) à",174,174
"Dwight David Eisenhower est né(e) à 1890.
Thomas Jefferson est né(e) à",3,3
"Dwight David Eisenhower est né(e) à 1890.
James Madison est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
James Madison est né(e) à",175,175
"Dwight David Eisenhower est né(e) à 1890.
James Madison est né(e) à",1,1
"Dwight David Eisenhower est né(e) à 1890.
James Monroe est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
James Monroe est né(e) à",175,175
"Dwight David Eisenhower est né(e) à 1890.
James Monroe est né(e) à",8,8
"Dwight David Eisenhower est né(e) à 1890.
John Quincy Adams est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
John Quincy Adams est né(e) à",176,176
"Dwight David Eisenhower est né(e) à 1890.
John Quincy Adams est né(e) à",7,7
"Dwight David Eisenhower est né(e) à 1890.
Andrew Jackson est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Andrew Jackson est né(e) à",176,176
"Dwight David Eisenhower est né(e) à 1890.
Andrew Jackson est né(e) à",7,7
"Dwight David Eisenhower est né(e) à 1890.
Martin Van Buren est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Martin Van Buren est né(e) à",178,178
"Dwight David Eisenhower est né(e) à 1890.
Martin Van Buren est né(e) à",2,2
"Dwight David Eisenhower est né(e) à 1890.
William Henry Harrison est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
William Henry Harrison est né(e) à",177,177
"Dwight David Eisenhower est né(e) à 1890.
William Henry Harrison est né(e) à",3,3
"Dwight David Eisenhower est né(e) à 1890.
Richard Nixon est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Richard Nixon est né(e) à",191,191
"Dwight David Eisenhower est né(e) à 1890.
Richard Nixon est né(e) à",3,3
"Dwight David Eisenhower est né(e) à 1890.
John F. Kennedy est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
John F. Kennedy est né(e) à",191,191
"Dwight David Eisenhower est né(e) à 1890.
John F. Kennedy est né(e) à",7,7
"Dwight David Eisenhower est né(e) à 1890.
Richard Nixon est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Richard Nixon est né(e) à",191,191
"Dwight David Eisenhower est né(e) à 1890.
Richard Nixon est né(e) à",3,3
"Dwight David Eisenhower est né(e) à 1890.
Bill Clinton est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Bill Clinton est né(e) à",194,194
"Dwight David Eisenhower est né(e) à 1890.
Bill Clinton est né(e) à",6,6
"Dwight David Eisenhower est né(e) à 1890.
George W. Bush est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
George W. Bush est né(e) à",194,194
"Dwight David Eisenhower est né(e) à 1890.
George W. Bush est né(e) à",6,6
"Dwight David Eisenhower est né(e) à 1890.
Barack Obama est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Barack Obama est né(e) à",196,196
"Dwight David Eisenhower est né(e) à 1890.
Barack Obama est né(e) à",1,1
"Dwight David Eisenhower est né(e) à 1890.
Jimmy Carter est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Jimmy Carter est né(e) à",192,192
"Dwight David Eisenhower est né(e) à 1890.
Jimmy Carter est né(e) à",4,4
"Dwight David Eisenhower est né(e) à 1890.
Ronald Reagan est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Ronald Reagan est né(e) à",191,191
"Dwight David Eisenhower est né(e) à 1890.
Ronald Reagan est né(e) à",1,1
"Dwight David Eisenhower est né(e) à 1890.
George H. W. Bush est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
George H. W. Bush est né(e) à",192,192
"Dwight David Eisenhower est né(e) à 1890.
George H. W. Bush est né(e) à",4,4
"Dwight David Eisenhower est né(e) à 1890.
Joe Biden est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Joe Biden est né(e) à",194,194
"Dwight David Eisenhower est né(e) à 1890.
Joe Biden est né(e) à",2,2
"Dwight David Eisenhower est né(e) à 1890.
Franklin D. Roosevelt est né(e) à", , 
"Dwight David Eisenhower est né(e) à 1890.
Franklin D. Roosevelt est né(e) à",188,188
"Dwight David Eisenhower est né(e) à 1890.
Franklin D. Roosevelt est né(e) à",2,2
